   Data source: Cometa - EmgTools - 2.1.4 - Files: 0956~... - collection; EMG filter: 0 - 500 Hz     - 
Time(s)  ; L.RecFem(uV) ; L.VasLat(uV) ; L.VasMedO(uV) ; L.VasMedV(uV) 
  0.4290;  15.7701;  16.5051;  10.6826;  32.8527;
  0.4300;  14.9608;  14.3749;  10.4909;  32.4817;
  0.4310;  16.5629;  15.2832;   6.5620;  32.1966;
  0.4320;  16.2301;  14.8868;   7.1248;  32.4655;
  0.4330;  12.9649;  15.4142;   7.6329;  31.7823;
  0.4340;  11.8642;  15.9106;   7.1396;  32.2531;
  0.4350;  11.2739;  19.2954;   7.1160;  32.7044;
  0.4360;  13.1994;  32.5792;   5.6524;  31.7542;
  0.4370;  15.8608;  44.4210;   6.5709;  32.9886;
  0.4380;  15.2084;  43.7748;   8.4315;  33.0371;
  0.4390;  14.2692;  36.6168;   7.8818;  32.0981;
  0.4400;  14.6387;  27.6506;   7.0914;  33.1052;
  0.4410;  15.6995;  16.5030;   6.7014;  32.8128;
  0.4420;  14.6988;   8.4013;   7.3631;  32.7430;
  0.4430;  14.0055;   2.4914;   7.7002;  32.5061;
  0.4440;  15.8441;  -6.9862;   7.1624;  32.2759;
  0.4450;  15.3460; -10.7426;   8.5622;  32.8824;
  0.4460;  14.6987;  -5.4238;   8.4079;  30.2779;
  0.4470;  15.4286;   0.4697;   6.8164;  29.8295;
  0.4480;  15.6706;   6.7255;   8.7887;  31.1893;
  0.4490;  16.1026;  11.0443;   9.8371;  29.2085;
  0.4500;  14.6786;  12.2549;   8.6515;  29.4876;
  0.4510;  14.3879;  13.5742;   7.8822;  29.8855;
  0.4520;  16.1165;  14.4690;   6.4730;  29.7100;
  0.4530;  15.2032;  15.5849;   7.2601;  31.4320;
  0.4540;  15.1890;  15.6475;   8.4239;  31.0265;
  0.4550;  17.6869;  16.1823;   8.1751;  31.9196;
  0.4560;  18.2171;  19.1459;   9.8382;  33.1040;
  0.4570;  17.3875;  20.1342;  10.6929;  31.7030;
  0.4580;  17.5117;  19.2188;  11.2451;  32.0320;
  0.4590;  18.0306;  17.9848;  12.5521;  32.2061;
  0.4600;  18.1606;  17.7776;  14.7378;  32.1948;
  0.4610;  17.6621;  19.1181;  20.3170;  32.4297;
  0.4620;  17.6447;  18.7424;  20.2160;  31.6909;
  0.4630;  18.1479;  17.6315;  12.6981;  32.5771;
  0.4640;  16.5768;  16.0618;   6.9042;  32.0658;
  0.4650;  14.5547;  13.9145;   1.5149;  30.0945;
  0.4660;  13.9563;  14.4858;  -0.1022;  30.4661;
  0.4670;  13.5074;  15.7452;   4.7798;  31.3986;
  0.4680;  14.6974;  15.3514;   7.5609;  31.8382;
  0.4690;  15.9749;  16.2933;   7.7568;  31.4258;
  0.4700;  15.7214;  18.8244;   9.2850;  31.5837;
  0.4710;  15.8888;  19.0012;  10.4156;  33.1159;
  0.4720;  15.4053;  17.3451;   9.8038;  33.3589;
  0.4730;  14.5165;  16.4192;   8.3674;  32.7881;
  0.4740;  14.1275;  15.9625;   7.3993;  32.5144;
  0.4750;  14.3040;  16.8955;   7.5366;  32.6751;
  0.4760;  14.6684;  17.5595;   8.4537;  32.8720;
  0.4770;  13.1058;  16.7583;   9.1156;  32.6364;
  0.4780;  12.0634;  15.8247;   8.0537;  32.5059;
  0.4790;  13.1950;  14.6252;   5.6519;  31.8761;
  0.4800;  13.3434;  15.0097;   5.6508;  32.0341;
  0.4810;  12.0881;  15.4509;   7.1100;  32.5272;
  0.4820;  11.7400;  15.4126;   6.4143;  31.9277;
  0.4830;  12.3519;  15.9205;   5.9274;  31.4643;
  0.4840;  12.3887;  14.2791;   5.5201;  30.6882;
  0.4850;  13.3341;  14.1213;   5.0996;  32.1285;
  0.4860;  13.7665;  15.2091;   6.2428;  33.5707;
  0.4870;  13.0950;  15.0764;   6.4703;  31.5533;
  0.4880;  14.0740;  15.3522;   7.1370;  32.2345;
  0.4890;  13.0472;  13.8164;   7.4343;  32.9624;
  0.4900;  12.5920;  15.8725;   6.9243;  32.1272;
  0.4910;  14.1761;  19.3315;   8.2834;  33.0227;
  0.4920;  13.0924;  18.3090;   7.5893;  31.6973;
  0.4930;  14.8687;  20.9109;   7.8851;  33.1943;
  0.4940;  15.4322;  20.8698;   9.3959;  33.5712;
  0.4950;  11.4449;  15.8272;   6.3678;  27.6131;
  0.4960;  12.1595;  16.2495;   5.9269;  29.4034;
  0.4970;  13.5318;  16.3289;   7.5114;  32.0046;
  0.4980;  12.3864;  12.4696;   6.5496;  29.0259;
  0.4990;  11.7653;   8.8879;   6.7708;  30.5854;
  0.5000;  13.4057;  10.8475;   6.5142;  27.4804;
  0.5010;  16.3228;  17.5668;   6.8692;  23.2550;
  0.5020;  13.1029;  17.3968;   7.7149;  28.2745;
  0.5030;  10.4371;  14.1142;   6.4541;  30.4799;
  0.5040;  12.6003;  15.6067;   7.1239;  30.0150;
  0.5050;  13.0923;  17.6839;   8.6778;  31.1127;
  0.5060;  14.9724;  18.9567;   7.9237;  29.6288;
  0.5070;  14.4000;  18.6613;   6.4638;  29.6761;
  0.5080;  12.3846;  17.5959;   6.4758;  30.9304;
  0.5090;  14.2722;  16.9264;   7.6144;  30.6102;
  0.5100;  13.1077;  16.5186;   7.4636;  31.1155;
  0.5110;  12.3449;  16.5579;   6.7897;  31.6300;
  0.5120;  13.3280;  14.6720;   6.4524;  30.9838;
  0.5130;  12.5709;  13.7560;   6.7550;  30.0269;
  0.5140;  14.0709;  14.6812;   7.5977;  29.9918;
  0.5150;  14.0363;  14.0188;   7.2120;  30.0866;
  0.5160;  12.9100;  13.6142;   7.1282;  29.4653;
  0.5170;  13.4757;  13.6415;   8.2224;  30.3250;
  0.5180;  12.4382;  14.1641;   8.8100;  31.2286;
  0.5190;  12.3647;  14.6908;   7.9307;  30.9287;
  0.5200;  13.4254;  13.7733;   7.3946;  31.2751;
  0.5210;  13.6521;  13.4918;   8.2208;  30.4205;
  0.5220;  12.9919;  12.9480;   7.1260;  30.0991;
  0.5230;  11.9681;  12.7138;   6.4747;  31.9743;
  0.5240;  12.4542;  14.5894;   6.8396;  30.4997;
  0.5250;  12.4979;  16.4768;   5.3205;  28.5750;
  0.5260;  13.0814;  17.3375;   6.0942;  30.8913;
  0.5270;  14.3313;  16.9267;   6.8030;  31.5934;
  0.5280;  12.9150;  17.0024;   5.8452;  30.7569;
  0.5290;  12.3653;  17.1198;   6.4276;  31.1622;
  0.5300;  13.2122;  15.9427;   5.5466;  30.0816;
  0.5310;  13.5259;  16.0936;   5.3875;  30.0051;
  0.5320;  13.9337;  15.2187;   6.1175;  31.1321;
  0.5330;  13.1324;  13.4886;   5.7890;  30.3648;
  0.5340;  13.3659;  14.3988;   6.3510;  30.9995;
  0.5350;  14.4242;  14.3431;   4.9295;  32.2674;
  0.5360;  14.5351;  13.3338;   4.9962;  31.7268;
  0.5370;  15.2344;  13.6702;   7.0067;  32.2004;
  0.5380;  14.4012;  15.2085;   6.0932;  32.3198;
  0.5390;  14.5278;  17.7596;   7.2447;  31.1351;
  0.5400;  16.1971;  16.5349;   7.8552;  30.8789;
  0.5410;  13.8035;  12.7947;   5.4075;  30.7176;
  0.5420;  12.5754;  12.5706;   5.6285;  30.8624;
  0.5430;  13.7086;  13.7214;   5.6755;  31.1234;
  0.5440;  11.6708;  15.3820;   5.8062;  31.1047;
  0.5450;  10.7711;  17.4626;   8.2892;  32.1497;
  0.5460;  11.7644;  16.6001;   8.1597;  31.8531;
  0.5470;  12.4841;  15.4287;   6.8609;  31.0888;
  0.5480;  13.5264;  17.2044;   8.2206;  32.4726;
  0.5490;  12.4775;  18.5420;   8.2874;  31.6809;
  0.5500;  11.2882;  15.5822;   6.2032;  30.1329;
  0.5510;  11.3080;  13.2225;   6.4540;  31.8666;
  0.5520;  11.1382;  21.4475;   7.0515;  32.5748;
  0.5530;  12.6568;  37.4284;   6.8849;  32.0360;
  0.5540;  13.4699;  46.9486;   8.4586;  32.5316;
  0.5550;  11.9844;  43.5955;   7.8218;  31.6999;
  0.5560;  11.7838;  33.8011;   6.1359;  30.5822;
  0.5570;  11.9644;  23.0171;   6.7853;  30.1145;
  0.5580;  10.3020;  10.6172;   6.2136;  29.1023;
  0.5590;   9.8218;   1.7559;   6.1481;  29.6688;
  0.5600;  11.3868;  -3.5385;   6.6872;  31.4591;
  0.5610;  11.3250; -11.9867;   5.5005;  31.9116;
  0.5620;  10.5875; -15.0096;   5.8219;  31.0450;
  0.5630;  10.5302;  -6.9112;   6.1276;  29.3619;
  0.5640;  10.1219;   3.3899;   5.6987;  28.4080;
  0.5650;  11.2715;   9.8748;   6.7184;  28.7040;
  0.5660;  12.6883;  11.7925;   6.8232;  29.3486;
  0.5670;  12.9081;  13.0506;   6.3363;  29.8837;
  0.5680;  13.1012;  14.4543;   6.6522;  29.4025;
  0.5690;  13.4602;  15.8072;   7.0818;  29.7580;
  0.5700;  14.1743;  17.5339;   6.8006;  30.7316;
  0.5710;  12.8476;  15.3483;   5.8911;  29.7028;
  0.5720;  12.2424;  15.3810;   6.4103;  29.1906;
  0.5730;  13.5872;  17.7988;   6.4530;  29.0225;
  0.5740;  11.8674;  15.0895;   5.6227;  27.6616;
  0.5750;  11.8590;  16.2393;   6.2547;  27.6958;
  0.5760;  12.8042;  19.2735;   5.5888;  28.2912;
  0.5770;  10.8608;  16.3460;   4.8439;  27.5369;
  0.5780;  12.3702;  14.5292;   6.0340;  26.9519;
  0.5790;  13.8199;  15.5298;   6.5634;  28.5735;
  0.5800;  12.1528;  17.0697;   6.3801;  30.1613;
  0.5810;  11.5825;  16.4285;   5.5082;  29.4979;
  0.5820;  11.5996;  14.7619;   5.5888;  28.8737;
  0.5830;  12.1770;  16.5186;   6.6034;  28.1381;
  0.5840;  12.0054;  17.1697;   5.8671;  28.8612;
  0.5850;  11.2366;  15.8697;   5.5160;  30.4303;
  0.5860;  10.6693;  15.4885;   5.8421;  29.1167;
  0.5870;  10.3735;  15.2878;   5.8106;  29.6922;
  0.5880;  12.3359;  15.2704;   5.4843;  30.6452;
  0.5890;  13.1042;  15.9773;   4.9630;  29.4555;
  0.5900;  12.3970;  18.1957;   5.6595;  30.7302;
  0.5910;  12.5981;  19.1184;   5.3752;  31.2811;
  0.5920;  12.9294;  17.8045;   4.8894;  30.9690;
  0.5930;  14.5282;  16.5537;   6.0487;  31.1153;
  0.5940;  15.3209;  18.4154;   7.2972;  31.4372;
  0.5950;  15.1635;  21.5365;   8.6830;  31.4398;
  0.5960;  14.8401;  19.5717;   8.4897;  27.9989;
  0.5970;  14.5435;  20.6647;   9.1432;  29.5320;
  0.5980;  15.4683;  20.9899;   8.4678;  31.8275;
  0.5990;  14.5559;  14.5315;   5.0311;  29.3084;
  0.6000;  15.5189;  19.8559;   8.2023;  33.6623;
  0.6010;  15.3512;  22.7436;   7.2530;  30.2049;
  0.6020;  10.1057;  12.8132;   0.4900;  20.9791;
  0.6030;  12.8982;  12.6961;   4.6590;  28.2925;
  0.6040;  16.3361;  13.0375;   7.5439;  32.8940;
  0.6050;  11.7554;  10.7410;   5.0371;  29.2647;
  0.6060;  11.5409;  14.3012;   6.7450;  30.6536;
  0.6070;  12.7335;  14.2301;   7.1400;  31.2166;
  0.6080;  12.1806;  14.5978;   7.7966;  32.0525;
  0.6090;  13.4772;  15.9777;   8.2508;  33.6580;
  0.6100;  15.1101;  16.4998;   7.7605;  35.4082;
  0.6110;  17.0357;  18.1140;   9.3786;  38.3143;
  0.6120;  15.7745;  16.3963;   8.9114;  37.5311;
  0.6130;  14.3416;  15.8381;   9.7062;  35.8245;
  0.6140;  15.1266;  15.9152;  11.3750;  34.7298;
  0.6150;  13.5110;  15.7668;  10.1104;  33.3443;
  0.6160;  12.6912;  16.6552;   9.9064;  33.0124;
  0.6170;  13.1337;  15.8515;  10.1395;  32.9445;
  0.6180;  13.1509;  17.9099;  10.7164;  32.8863;
  0.6190;  13.2029;  16.9667;  13.6006;  31.7163;
  0.6200;  11.9080;  13.6638;  17.5780;  31.8076;
  0.6210;  11.3546;  15.5663;  15.8258;  31.8093;
  0.6220;  11.4460;  14.4561;   7.7717;  29.7696;
  0.6230;  11.7099;  14.7248;   3.3284;  30.8495;
  0.6240;  12.7527;  18.3613;  -0.3320;  31.7228;
  0.6250;  13.1670;  17.5057;  -1.0798;  31.0228;
  0.6260;  13.5326;  16.6755;   5.9765;  31.6025;
  0.6270;  13.1168;  15.8285;   7.3495;  31.3165;
  0.6280;  13.4455;  15.1714;   5.8019;  31.6617;
  0.6290;  15.3615;  17.2160;   8.5989;  31.1115;
  0.6300;  14.5932;  18.3264;   9.0238;  29.8821;
  0.6310;  12.6662;  18.0368;   9.2484;  30.2271;
  0.6320;  12.5576;  18.1515;   9.6806;  29.8655;
  0.6330;  13.2368;  19.1783;   9.1883;  30.4905;
  0.6340;  13.5421;  17.9694;   9.5718;  30.4345;
  0.6350;  12.8696;  16.6108;   9.2522;  29.2878;
  0.6360;  12.5820;  18.6750;   9.3976;  29.5657;
  0.6370;  12.6403;  18.5789;   8.6730;  28.7981;
  0.6380;  12.8142;  17.7509;   7.5583;  29.1352;
  0.6390;  13.9536;  19.0602;   8.7664;  29.7772;
  0.6400;  13.6793;  17.4935;   8.8336;  28.5274;
  0.6410;  12.5521;  14.7649;   7.3836;  28.6321;
  0.6420;  14.2223;  16.1437;   6.9476;  29.0906;
  0.6430;  15.6852;  17.7407;   7.8990;  29.8554;
  0.6440;  14.5554;  15.2910;   9.1464;  30.4760;
  0.6450;  14.8484;  14.7718;   8.5448;  29.8828;
  0.6460;  15.8963;  16.4415;   6.9901;  30.3454;
  0.6470;  16.1755;  16.3968;   6.7795;  30.9001;
  0.6480;  17.0314;  17.0657;   7.3766;  31.3883;
  0.6490;  15.7272;  16.2562;   7.4836;  31.2454;
  0.6500;  14.9648;  15.3391;   7.8254;  29.6241;
  0.6510;  17.0835;  16.6267;   8.1070;  29.6714;
  0.6520;  15.9550;  16.7044;   7.3666;  31.1509;
  0.6530;  14.4706;  16.6117;   6.9391;  31.8029;
  0.6540;  16.1872;  16.0849;   7.9202;  31.4193;
  0.6550;  15.6850;  16.1747;   9.9543;  31.6053;
  0.6560;  13.5769;  16.5862;  10.3770;  31.9372;
  0.6570;  12.5558;  15.1735;   9.0146;  29.9724;
  0.6580;  11.9582;  14.8499;   8.2986;  29.0551;
  0.6590;  12.3264;  13.9668;   7.5288;  30.0658;
  0.6600;  13.2057;  14.7243;   8.0823;  30.1188;
  0.6610;  13.7993;  17.8231;   9.0810;  30.7629;
  0.6620;  13.4274;  17.4657;   7.9259;  31.2116;
  0.6630;  12.0033;  16.5953;   7.8170;  30.5120;
  0.6640;  11.9711;  16.8011;   9.1305;  30.2494;
  0.6650;  13.4027;  17.1553;   9.9999;  30.2035;
  0.6660;  13.9468;  15.0455;   9.5670;  30.5412;
  0.6670;  13.3360;  15.4672;   8.7338;  30.8004;
  0.6680;  12.1604;  29.2359;   8.7152;  30.5738;
  0.6690;  11.9849;  40.9491;   7.3097;  30.6667;
  0.6700;  12.8776;  40.9072;   7.2500;  30.8612;
  0.6710;  13.6709;  38.3667;   8.5915;  31.2331;
  0.6720;  15.2423;  30.5051;   8.2466;  31.9142;
  0.6730;  15.7350;  18.2183;   8.3702;  31.6644;
  0.6740;  15.0030;   6.4405;   6.7703;  30.3924;
  0.6750;  14.3448;  -0.0057;   5.4246;  30.5654;
  0.6760;  12.9940;  -2.3050;   6.3749;  31.8059;
  0.6770;  14.5582;  -9.3248;   5.5654;  31.7038;
  0.6780;  15.3528; -11.7802;   5.6993;  31.5514;
  0.6790;  12.6599;  -4.5876;   6.2159;  31.8557;
  0.6800;  13.4236;   4.4012;   6.2832;  31.9433;
  0.6810;  12.9982;  11.7045;   6.9910;  32.1169;
  0.6820;  11.4048;  13.2217;   5.6840;  32.1116;
  0.6830;  13.2474;  14.2775;   5.5648;  32.4507;
  0.6840;  12.1163;  16.4619;   6.1519;  31.8909;
  0.6850;  11.0735;  15.5702;   5.6553;  30.9089;
  0.6860;  11.8357;  16.1346;   5.9212;  31.5532;
  0.6870;  11.0822;  17.1183;   5.4999;  31.5218;
  0.6880;  10.8731;  16.7343;   5.8089;  31.5846;
  0.6890;  10.0711;  15.8596;   5.8731;  31.8757;
  0.6900;  10.3431;  15.2390;   5.4734;  30.7463;
  0.6910;  10.1968;  15.5846;   5.9671;  31.3272;
  0.6920;  10.1535;  14.4517;   5.4803;  30.9360;
  0.6930;  13.0407;  13.8600;   5.7864;  29.2548;
  0.6940;  12.5065;  13.6473;   5.1368;  30.6494;
  0.6950;  12.4876;  13.9807;   4.9677;  30.4995;
  0.6960;  12.7079;  15.4237;   6.5358;  29.3777;
  0.6970;   9.5661;  14.4149;   5.3800;  30.1100;
  0.6980;  11.2757;  15.3196;   7.1144;  30.8752;
  0.6990;  11.9843;  16.6712;   8.8607;  32.8060;
  0.7000;  12.1920;  16.7399;   6.9627;  30.7709;
  0.7010;  16.0397;  18.8587;   8.3728;  27.5350;
  0.7020;  13.6771;  16.5860;   7.1630;  30.7095;
  0.7030;  11.7105;  13.9965;   4.6098;  31.6109;
  0.7040;  12.9044;  14.9291;   6.0237;  30.0490;
  0.7050;  11.6384;  14.4644;   5.3884;  30.7536;
  0.7060;  12.5319;  15.9233;   4.9514;  29.5560;
  0.7070;  13.0312;  16.6220;   5.4162;  29.0084;
  0.7080;  12.1277;  15.3253;   5.2345;  29.0339;
  0.7090;  11.7626;  15.1847;   6.2874;  28.8698;
  0.7100;  11.3104;  14.1972;   6.1298;  30.1833;
  0.7110;  11.7323;  14.1865;   5.5978;  29.1623;
  0.7120;  11.0336;  14.9629;   5.6241;  28.1858;
  0.7130;  11.2199;  14.7310;   5.4490;  28.4920;
  0.7140;  12.5689;  13.4218;   5.5842;  27.7125;
  0.7150;  13.5741;  11.9025;   5.3360;  28.0827;
  0.7160;  14.8449;  11.7259;   5.3307;  28.6889;
  0.7170;  12.9593;  12.3742;   5.7238;  29.0920;
  0.7180;  11.7967;  15.9852;   6.4722;  29.7541;
  0.7190;  13.7890;  18.9610;   6.9479;  30.4277;
  0.7200;  13.9792;  16.8566;   7.0161;  30.6738;
  0.7210;  13.2508;  14.0642;   7.7735;  29.1340;
  0.7220;  12.5587;  13.3293;   7.4961;  29.4624;
  0.7230;  12.7440;  14.7696;   7.2576;  30.6304;
  0.7240;  13.6255;  14.2210;   8.4239;  29.9103;
  0.7250;  13.1814;  14.4639;   8.4934;  30.7233;
  0.7260;  12.8763;  19.1125;   7.1189;  31.4176;
  0.7270;  12.8051;  18.3026;   5.9852;  31.4354;
  0.7280;  13.1107;  16.8099;   6.3602;  31.3425;
  0.7290;  12.7259;  18.8171;   5.9332;  30.1493;
  0.7300;  10.7566;  15.6785;   4.2050;  29.8307;
  0.7310;  10.3730;  12.5318;   4.2383;  29.1237;
  0.7320;  10.6619;  10.1429;   4.8749;  29.1093;
  0.7330;  11.0079;   8.0130;   5.2008;  29.8204;
  0.7340;  12.6495;  10.7840;   5.1488;  29.3543;
  0.7350;  13.0139;  12.5211;   4.7778;  30.8884;
  0.7360;  12.1537;  13.5543;   5.0827;  31.3197;
  0.7370;  11.9476;  14.8703;   5.1890;  29.8111;
  0.7380;  11.7496;  13.1778;   5.9047;  30.4057;
  0.7390;  11.2134;  12.6681;   6.0364;  30.3484;
  0.7400;  11.5552;  13.2464;   6.0211;  29.6637;
  0.7410;  12.7068;  14.0776;   8.4560;  30.5997;
  0.7420;  12.9991;  16.5083;   8.3943;  31.9337;
  0.7430;  13.2153;  17.4290;   6.9491;  31.5966;
  0.7440;  13.7250;  16.8674;   8.8244;  31.0960;
  0.7450;  12.2678;  16.2609;  10.6935;  32.2547;
  0.7460;   9.9230;  15.4831;  12.2299;  31.8801;
  0.7470;   9.3536;  16.3361;  13.9697;  31.9189;
  0.7480;   9.4553;  17.4161;  16.6273;  32.6590;
  0.7490;   9.5920;  16.0472;  19.3649;  31.7411;
  0.7500;   9.9856;  15.2774;  15.4635;  32.5539;
  0.7510;   9.5667;  15.4493;   8.1533;  32.0307;
  0.7520;   9.7126;  14.9278;   3.1929;  30.6726;
  0.7530;  10.1308;  15.6356;  -0.4433;  31.5116;
  0.7540;   9.8367;  14.7429;   1.3501;  30.8938;
  0.7550;  10.4835;  13.3567;   5.6343;  31.1943;
  0.7560;  10.8310;  14.9014;   5.6118;  30.6505;
  0.7570;  11.8637;  14.4846;   5.9892;  28.8431;
  0.7580;  13.0684;  14.1151;   6.6080;  30.4138;
  0.7590;  11.5947;  15.4928;   5.3380;  30.4151;
  0.7600;  12.0214;  14.6295;   5.8041;  29.7584;
  0.7610;  13.5727;  15.1962;   6.0429;  30.9215;
  0.7620;  13.4367;  16.5752;   6.1639;  31.2916;
  0.7630;  13.9588;  15.6977;   7.2602;  32.6722;
  0.7640;  13.0325;  16.1246;   6.8395;  32.6557;
  0.7650;  12.8413;  17.9373;   7.0311;  31.3962;
  0.7660;  15.0367;  17.9280;   7.8560;  32.2709;
  0.7670;  15.6463;  15.9339;   8.2039;  32.5432;
  0.7680;  15.0735;  15.0137;   8.8765;  31.9481;
  0.7690;  14.1514;  14.8277;   8.6890;  31.7570;
  0.7700;  14.5752;  14.1889;   8.2767;  31.2377;
  0.7710;  15.8678;  15.2784;   7.7354;  30.6267;
  0.7720;  15.8641;  15.4392;   7.9310;  30.0568;
  0.7730;  16.7268;  13.9094;   8.4258;  29.6970;
  0.7740;  17.7611;  14.1129;   7.2007;  30.7396;
  0.7750;  18.3027;  14.3283;   7.3430;  31.6344;
  0.7760;  18.2772;  13.3476;   7.1320;  30.4316;
  0.7770;  17.3676;  12.6093;   5.5937;  30.3849;
  0.7780;  18.1373;  12.7622;   6.4514;  31.0174;
  0.7790;  18.6945;  12.9482;   6.7883;  30.3853;
  0.7800;  17.1342;  12.8534;   6.6481;  30.5844;
  0.7810;  13.8607;  13.0295;   7.2265;  30.6509;
  0.7820;   9.7482;  11.8962;   6.9865;  30.5537;
  0.7830;   8.3929;  12.7300;   6.8988;  29.6087;
  0.7840;   8.2776;  17.1901;   5.9401;  29.2368;
  0.7850;   7.5554;  18.3891;   5.5234;  31.8896;
  0.7860;   8.3142;  15.7356;   6.3568;  31.6616;
  0.7870;   9.4804;  13.2598;   6.3758;  30.7752;
  0.7880;   9.8891;  17.8862;   6.6230;  32.9175;
  0.7890;  10.0161;  34.3022;   7.0107;  33.4909;
  0.7900;  10.1327;  46.7205;   7.2999;  33.1322;
  0.7910;  10.2897;  44.1042;   7.1677;  32.1208;
  0.7920;  10.6680;  36.5944;   7.3864;  32.0724;
  0.7930;  10.6470;  27.2511;   8.0112;  31.9558;
  0.7940;  10.0339;  13.9067;   6.0982;  30.1183;
  0.7950;  10.5250;   3.1154;   4.3886;  31.1810;
  0.7960;  11.1780;  -1.8448;   5.4234;  31.1278;
  0.7970;  11.2701;  -7.6353;   7.4283;  30.6582;
  0.7980;  10.9796; -13.9893;   7.5924;  31.6437;
  0.7990;  10.7831;  -8.8091;   6.2205;  31.6239;
  0.8000;  12.2552;   2.8636;   7.0503;  33.0123;
  0.8010;  11.5292;   6.4044;   4.6617;  25.6373;
  0.8020;  10.6193;   8.1425;   2.2336;  19.9630;
  0.8030;  13.9242;  13.5419;   7.9509;  30.8114;
  0.8040;  14.6381;  16.4641;  10.5036;  34.1921;
  0.8050;  13.0172;  17.1352;   9.0128;  30.9641;
  0.8060;  12.9165;  18.0394;   9.6246;  33.3816;
  0.8070;  13.0110;  19.0438;   8.0841;  31.6492;
  0.8080;  13.9092;  19.6556;   7.5701;  31.9191;
  0.8090;  13.5962;  20.9971;   8.1733;  33.7842;
  0.8100;  13.2705;  22.0452;   8.0018;  32.2627;
  0.8110;  13.3399;  20.1421;   8.1650;  32.4446;
  0.8120;  11.6659;  19.5759;   6.4878;  30.9216;
  0.8130;  12.4447;  20.8571;   6.6051;  30.2086;
  0.8140;  14.0436;  20.6399;   8.9514;  31.8640;
  0.8150;  13.6221;  20.2950;   9.9729;  31.6119;
  0.8160;  13.7191;  18.8456;   9.7849;  31.7169;
  0.8170;  13.7633;  17.9127;   8.3159;  32.1869;
  0.8180;  13.9265;  18.5838;   7.3522;  32.2486;
  0.8190;  13.7492;  18.3699;   7.0312;  32.2275;
  0.8200;  12.7481;  18.2070;   7.5361;  32.0422;
  0.8210;  12.4230;  17.4120;   8.1155;  31.5023;
  0.8220;  12.4244;  18.2314;   6.7089;  31.2777;
  0.8230;  12.7608;  20.6667;   6.8152;  32.6862;
  0.8240;  12.5346;  19.8615;   7.2137;  32.7330;
  0.8250;  11.5590;  19.6553;   5.6118;  32.6386;
  0.8260;  11.9160;  21.4502;   5.5474;  33.5718;
  0.8270;  13.1936;  21.7737;   6.2842;  32.3964;
  0.8280;  13.1799;  20.4168;   6.3314;  32.0378;
  0.8290;  11.9602;  18.6803;   6.0683;  31.9484;
  0.8300;  11.7667;  19.1459;   6.2394;  30.8376;
  0.8310;  11.8736;  19.7672;   6.8838;  31.6132;
  0.8320;  11.8060;  19.6155;   6.0462;  32.0724;
  0.8330;  13.3937;  18.7506;   5.9414;  31.9243;
  0.8340;  14.8372;  14.8224;   7.2232;  32.3446;
  0.8350;  14.9489;  11.8670;   6.0344;  32.1704;
  0.8360;  15.0782;  12.3845;   4.5444;  31.7992;
  0.8370;  15.3664;  14.7071;   5.8383;  31.6420;
  0.8380;  15.4549;  15.7380;   6.7297;  32.1101;
  0.8390;  15.6952;  16.0623;   6.2228;  32.4431;
  0.8400;  16.2328;  18.8574;   6.3073;  31.5242;
  0.8410;  15.3160;  15.9680;   6.0683;  29.8164;
  0.8420;  14.0200;  11.2510;   5.5967;  29.3825;
  0.8430;  14.3473;  14.1855;   6.1167;  30.9079;
  0.8440;  14.6968;  15.5211;   7.2002;  31.2462;
  0.8450;  14.3413;  16.8302;   7.8468;  30.6493;
  0.8460;  13.0352;  19.9440;   7.0779;  30.8252;
  0.8470;  12.2653;  18.5324;   6.7231;  31.1449;
  0.8480;  13.1124;  18.4851;   7.1574;  31.8985;
  0.8490;  13.6978;  19.2734;   6.6083;  31.6073;
  0.8500;  13.9969;  18.0629;   6.4566;  30.6552;
  0.8510;  13.2587;  16.9022;   6.8197;  30.4230;
  0.8520;  11.9081;  15.7245;   6.7921;  30.1401;
  0.8530;  11.0744;  16.1730;   6.6714;  30.6656;
  0.8540;  10.5104;  15.7437;   6.6171;  30.8026;
  0.8550;  11.7098;  15.3797;   6.1491;  30.5945;
  0.8560;  12.3574;  15.7147;   5.4259;  31.2393;
  0.8570;  12.0300;  14.9789;   6.4217;  30.4102;
  0.8580;  12.6150;  17.1733;   7.0067;  30.1791;
  0.8590;  11.6319;  17.6667;   6.8907;  31.3623;
  0.8600;  10.4962;  15.4041;   7.7275;  30.4697;
  0.8610;  10.9618;  14.5393;   6.2868;  30.0552;
  0.8620;  11.9237;  12.3083;   5.2943;  30.7528;
  0.8630;  11.7413;  13.6589;   6.0951;  29.7095;
  0.8640;  10.4070;  16.0233;   6.6439;  29.4426;
  0.8650;  10.9891;  13.1081;   7.9507;  29.5930;
  0.8660;  10.8963;  14.7775;   8.7075;  28.4694;
  0.8670;  10.5817;  20.0016;  13.6041;  29.2648;
  0.8680;  11.9356;  18.4414;  18.1023;  30.5403;
  0.8690;  10.7652;  15.0225;  13.1078;  30.6674;
  0.8700;  10.6641;  15.6772;   7.1872;  31.5761;
  0.8710;  11.6011;  15.6696;   1.6743;  31.5981;
  0.8720;  10.6355;  14.6066;  -1.2487;  30.8537;
  0.8730;  12.5409;  15.6854;   3.9825;  30.3936;
  0.8740;  14.8583;  15.6133;   6.8174;  30.3643;
  0.8750;  15.3391;  14.4726;   6.6841;  31.0537;
